(58.227.133.60:3310, 227.176.178.135:17712, 0) x 368
(85.144.49.120:47339, 170.156.34.198:2523, 0) x 1
(234.195.247.90:27407, 234.197.105.44:6757, 0) x 1
(174.42.134.147:40207, 245.167.162.226:20636, 0) x 1
(29.0.34.209:8530, 63.221.66.220:5981, 0) x 1
(212.59.23.161:58279, 124.249.28.248:13725, 0) x 1
(33.190.55.196:2605, 239.170.114.121:32787, 0) x 1
(125.215.57.3:56934, 116.199.80.45:19421, 0) x 1
(226.167.104.124:15090, 46.216.241.170:56124, 0) x 1
(245.149.111.1:23424, 45.146.5.159:12874, 0) x 1
(204.78.104.15:28474, 52.18.192.121:13802, 0) x 1
(62.188.230.30:11845, 55.70.182.171:6736, 0) x 1
(165.141.176.156:28707, 216.83.44.90:59560, 0) x 1
(67.70.204.248:58051, 184.109.215.207:33512, 0) x 1
(178.176.31.53:24465, 40.81.110.243:64952, 0) x 1
(145.111.238.29:18775, 3.74.220.186:34335, 0) x 1
(45.168.99.212:51891, 78.7.237.1:15610, 0) x 1
(249.112.71.154:25308, 52.46.151.196:51223, 0) x 1
(62.237.153.115:42894, 104.242.178.142:18640, 0) x 1
(2.185.155.236:46581, 75.180.23.204:37380, 0) x 1
(2.101.50.107:31652, 74.238.148.177:36777, 0) x 1
(113.154.201.227:1572, 126.15.179.244:42448, 0) x 1
(250.96.80.122:60378, 48.8.76.134:26559, 0) x 1
(82.104.12.85:2667, 110.39.153.136:30501, 0) x 1
(179.82.27.238:40879, 72.45.13.203:62057, 0) x 1
(58.139.148.149:50769, 244.53.234.62:34811, 0) x 1
(10.67.246.45:45640, 31.92.229.235:44214, 0) x 1
(146.233.122.251:46702, 8.234.84.6:52143, 0) x 1
(85.219.139.14:54466, 136.1.99.12:16181, 0) x 1
(255.120.122.26:50149, 96.52.46.68:13258, 0) x 1
(163.81.191.52:39224, 132.91.225.184:27446, 0) x 1
(29.164.5.58:9645, 88.128.211.170:4205, 0) x 1
(200.92.135.40:28094, 185.199.18.53:30052, 0) x 1
(146.191.20.227:4006, 11.15.151.58:9277, 0) x 1
(62.183.214.76:33042, 118.37.62.12:14053, 0) x 1
(245.239.255.12:2797, 35.71.200.193:43573, 0) x 1
(149.158.246.40:34658, 63.12.47.195:45639, 0) x 1
(49.33.88.23:4606, 123.18.108.228:21013, 0) x 1
(252.137.161.44:19834, 66.234.157.109:4021, 0) x 1
(151.171.57.60:38095, 216.183.37.238:56430, 0) x 1
(73.245.17.59:9172, 141.7.48.184:18979, 0) x 1
(186.126.58.24:27464, 138.77.51.165:28442, 0) x 1
(134.67.145.29:56445, 21.75.131.142:4610, 0) x 1
(59.209.178.205:6189, 143.93.100.64:21306, 0) x 1
(189.6.103.13:35656, 127.117.68.148:3301, 0) x 1
(7.103.80.171:8308, 3.127.86.229:3799, 0) x 1
(81.100.202.156:22701, 146.171.28.105:3317, 0) x 1
(164.119.141.120:40335, 150.50.92.166:49048, 0) x 1
(149.110.52.130:26193, 212.254.245.65:46041, 0) x 1
(210.40.118.183:27059, 79.44.78.201:61785, 0) x 1
(126.92.210.17:18153, 105.179.235.192:30794, 0) x 1
(195.113.37.188:25695, 155.71.52.225:43198, 0) x 1
(44.36.218.235:5207, 44.147.130.238:42596, 0) x 1
(93.136.34.184:44937, 124.37.44.56:64159, 0) x 1
(18.25.52.244:18286, 167.180.154.160:44095, 0) x 1
(192.16.237.102:7500, 144.30.12.221:33611, 0) x 1
(176.218.91.100:2197, 113.67.16.196:47002, 0) x 1
(100.56.19.125:45057, 129.226.220.58:58857, 0) x 1
(106.231.15.252:38280, 139.122.166.175:61168, 0) x 1
(159.215.157.228:186, 219.200.44.71:14458, 0) x 1
(236.145.90.96:48852, 110.35.97.143:39185, 0) x 1
(246.244.129.76:42436, 252.80.121.55:264, 0) x 1
(108.225.177.126:55900, 220.77.174.77:9780, 0) x 1
(130.161.34.151:47929, 92.134.187.93:59383, 0) x 1
(194.110.32.21:10588, 254.93.231.141:3256, 0) x 1
(73.232.114.133:43048, 187.86.36.121:5707, 0) x 1
(31.99.239.126:48297, 174.64.165.42:8611, 0) x 1
(50.170.144.103:46247, 102.43.133.87:14284, 0) x 1
(86.241.11.95:55163, 97.173.142.15:60903, 0) x 1
(188.52.220.228:22264, 201.1.244.179:55717, 0) x 1
(41.247.83.13:198, 227.126.198.196:17932, 0) x 1
(190.29.53.175:49137, 135.90.94.89:16310, 0) x 1
(209.186.243.60:59956, 20.36.195.17:60582, 0) x 1
(36.123.239.233:40301, 163.20.155.246:22558, 0) x 1
(99.127.95.41:48816, 0.50.244.19:21596, 0) x 1
(24.23.67.121:42645, 161.115.181.239:60457, 0) x 1
(66.205.215.60:23754, 55.220.232.22:31462, 0) x 1
(104.62.211.55:55790, 229.213.78.72:1341, 0) x 1
(162.55.241.64:34455, 8.170.187.157:54019, 0) x 1
(88.40.212.225:56165, 248.159.229.19:27405, 0) x 1
(148.239.210.159:20184, 5.7.208.153:3893, 0) x 1
(71.177.210.111:1123, 106.137.122.61:45005, 0) x 1
(92.213.84.49:18284, 94.31.218.248:30618, 0) x 1
(122.175.138.31:28912, 42.213.39.169:16335, 0) x 1
(1.251.70.63:58504, 48.33.142.153:61434, 0) x 1
(221.45.52.97:33497, 180.171.129.21:4540, 0) x 1
(126.157.236.132:62960, 104.223.41.243:42332, 0) x 1
(15.188.215.152:42210, 137.51.67.223:7399, 0) x 1
(15.51.33.101:48997, 240.197.32.200:26619, 0) x 1
(184.131.217.48:60328, 61.17.230.126:27683, 0) x 1
(103.220.132.105:53799, 201.231.177.160:40550, 0) x 1
(124.84.229.12:25183, 196.140.54.191:56335, 0) x 1
(169.248.72.128:17244, 206.26.70.79:47763, 0) x 1
(173.59.142.70:36252, 18.219.5.160:56033, 0) x 1
(164.62.52.8:28775, 225.155.152.253:23175, 0) x 1
(184.83.58.196:6433, 82.159.102.245:28953, 0) x 1
(235.194.67.227:50793, 29.61.187.250:30300, 0) x 1
(243.2.228.59:37926, 102.211.39.167:63007, 0) x 1
(79.137.155.15:1379, 212.187.152.199:14074, 0) x 1
(94.77.167.210:1014, 161.100.94.248:49823, 0) x 1
(160.253.72.231:58450, 84.205.64.18:58395, 0) x 1
(204.17.137.32:17229, 76.9.18.110:35237, 0) x 1
(187.240.232.42:18328, 105.241.10.31:11495, 0) x 1
(159.235.70.77:63120, 187.18.48.36:47788, 0) x 1
(91.188.119.5:62528, 248.214.95.212:60554, 0) x 1
(231.44.244.113:54569, 152.113.76.99:50715, 0) x 1
(69.125.99.241:27983, 53.238.179.121:42497, 0) x 1
(24.17.251.181:18812, 229.104.82.83:49365, 0) x 1
(188.99.55.192:34723, 221.230.47.178:62480, 0) x 1
(183.112.112.126:6555, 186.71.102.162:5320, 0) x 1
(65.158.15.70:29421, 25.91.196.14:1705, 0) x 1
(8.72.180.250:117, 209.249.92.127:50973, 0) x 1
(232.252.165.86:27421, 167.235.200.156:56990, 0) x 1
(55.24.44.122:10537, 189.21.48.133:13166, 0) x 1
(65.71.152.127:46896, 125.74.134.69:657, 0) x 1
(190.107.115.35:28680, 228.183.131.70:13709, 0) x 1
(235.183.196.47:8420, 145.133.233.249:46387, 0) x 1
(74.73.142.29:41306, 36.21.56.196:24073, 0) x 1
(75.97.223.163:65299, 88.108.20.169:56282, 0) x 1
(136.231.17.62:5311, 178.145.17.246:34198, 0) x 1
(238.61.17.32:14232, 84.20.210.206:14554, 0) x 1
(157.141.255.134:8414, 115.120.38.34:6083, 0) x 1
(1.157.41.139:43592, 230.141.54.40:24563, 0) x 1
(74.151.81.143:21064, 132.188.163.2:42334, 0) x 1
(238.15.226.115:23603, 61.44.158.50:30414, 0) x 1
(233.196.198.94:49028, 11.37.31.10:15056, 0) x 1
(14.3.26.129:23097, 141.230.163.42:63482, 0) x 1
(81.137.58.67:20497, 158.180.150.32:38285, 0) x 1
(117.42.106.164:7743, 163.190.125.113:30417, 0) x 1
(149.230.24.23:15143, 114.12.156.114:60904, 0) x 1
(10.16.140.231:50599, 53.203.209.100:18358, 0) x 1
(188.147.10.163:16186, 41.169.143.151:3473, 0) x 1
(16.219.16.27:22532, 148.44.204.137:63319, 0) x 1
(103.196.248.140:24377, 73.143.151.70:36460, 0) x 1
(56.59.34.8:15250, 79.49.19.208:22901, 0) x 1
(99.199.74.183:25357, 147.158.170.159:5326, 0) x 1
(242.224.189.32:19510, 224.164.83.236:64234, 0) x 1
(146.37.60.232:41933, 147.136.95.39:12044, 0) x 1
(161.66.219.27:46310, 211.73.158.246:47394, 0) x 1
(57.250.248.128:40404, 29.112.25.200:37193, 0) x 1
(230.247.132.215:53085, 103.70.253.137:9529, 0) x 1
(98.22.81.206:55647, 155.123.7.136:1784, 0) x 1
(15.223.215.95:17634, 29.120.137.66:26635, 0) x 1
(215.49.170.120:6413, 203.213.109.18:43421, 0) x 1
(119.186.215.127:2886, 154.218.166.24:25267, 0) x 1
(222.124.106.121:10848, 201.164.237.10:1356, 0) x 1
(100.198.77.209:11546, 248.136.169.182:54009, 0) x 1
(116.33.179.167:56393, 77.210.92.145:24502, 0) x 1
(30.228.249.65:42547, 63.252.177.34:36131, 0) x 1
(110.255.126.1:18875, 214.111.55.197:1449, 0) x 1
(73.149.209.183:5664, 114.46.134.215:42934, 0) x 1
(95.133.111.84:17593, 165.85.117.202:62175, 0) x 1
(28.24.19.115:61414, 193.99.106.203:20195, 0) x 1
(206.67.185.90:52648, 24.140.232.168:29943, 0) x 1
(162.226.244.189:55329, 1.87.67.242:54429, 0) x 1
(145.164.234.94:25173, 9.39.248.174:13410, 0) x 1
(127.7.253.190:25235, 25.78.91.75:39821, 0) x 1
(186.184.20.89:41964, 113.20.233.53:48426, 0) x 1
(191.201.197.77:32267, 6.170.153.203:39086, 0) x 1
(79.124.139.219:55724, 212.202.19.215:22045, 0) x 1
(216.64.234.253:48277, 20.235.145.255:13686, 0) x 1
(99.90.28.115:15268, 93.18.1.3:53592, 0) x 1
(9.229.33.18:17301, 74.103.103.29:49235, 0) x 1
(23.255.133.169:35815, 189.125.21.221:53802, 0) x 1
(228.115.31.225:2241, 189.136.93.160:19126, 0) x 1
(43.190.92.127:61150, 53.234.104.185:61601, 0) x 1
(176.122.109.248:20856, 167.141.118.251:17057, 0) x 1
(67.179.245.248:58164, 54.43.124.160:39622, 0) x 1
(118.15.197.77:30524, 160.60.8.154:21496, 0) x 1
(45.144.177.149:29341, 131.5.193.203:23927, 0) x 1
(165.182.51.252:23423, 239.90.74.209:52960, 0) x 1
(168.182.254.72:20812, 101.52.182.148:52150, 0) x 1
(158.95.204.108:1144, 252.8.129.161:2558, 0) x 1
(173.116.253.80:5177, 161.59.101.37:3631, 0) x 1
(169.62.1.242:26583, 182.54.151.195:6209, 0) x 1
(182.240.113.166:50943, 91.86.133.164:7077, 0) x 1
(39.183.158.188:12802, 4.5.185.123:12420, 0) x 1
(226.144.129.193:31224, 10.154.176.253:28274, 0) x 1
(31.159.30.198:11902, 254.26.97.41:7610, 0) x 1
(203.185.92.72:60133, 229.158.59.157:17025, 0) x 1
(211.46.219.91:2129, 197.32.231.237:42905, 0) x 1
(195.28.24.218:50824, 50.39.124.44:58676, 0) x 1
(2.14.17.9:3932, 60.119.186.203:56965, 0) x 1
(183.167.19.32:65016, 90.203.27.12:45181, 0) x 1
(178.17.38.79:55579, 86.169.86.196:32124, 0) x 1
(52.155.45.227:15186, 252.29.232.26:60904, 0) x 1
(116.86.108.178:25021, 32.35.178.39:35226, 0) x 1
(52.224.28.229:11373, 234.131.136.224:48851, 0) x 1
(30.89.26.55:12937, 203.103.143.213:34618, 0) x 1
(252.63.190.150:29117, 182.33.121.159:65334, 0) x 1
(64.43.241.194:22955, 54.66.72.157:56336, 0) x 1
(201.128.177.181:43588, 154.191.93.245:8017, 0) x 1
(44.126.76.62:10561, 65.100.35.210:28035, 0) x 1
(227.157.51.228:21326, 68.55.223.133:57161, 0) x 1
(104.235.214.198:60539, 179.40.192.213:34102, 0) x 1
(250.203.37.33:22245, 225.243.206.29:46238, 0) x 1
(47.90.33.33:2282, 119.226.16.86:54525, 0) x 1
(60.138.201.97:60265, 18.40.139.103:21999, 0) x 1
(33.65.95.93:28339, 116.57.229.4:57227, 0) x 1
(57.55.112.206:53431, 252.48.136.34:31925, 0) x 1
(22.121.201.68:59977, 86.209.238.248:19692, 0) x 1
(56.23.103.6:23987, 204.142.53.191:43891, 0) x 1
(147.27.106.151:29683, 77.200.28.101:49970, 0) x 1
(99.150.233.10:61576, 193.43.111.209:18917, 0) x 1
(176.134.252.194:19512, 54.114.8.228:28282, 0) x 1
(48.99.0.175:31084, 207.196.235.244:45497, 0) x 1
(123.39.70.81:19737, 174.40.105.90:62174, 0) x 1
(88.219.86.89:39827, 53.194.67.77:62436, 0) x 1
(182.63.194.40:20406, 118.239.35.48:51046, 0) x 1
(63.105.134.250:55372, 115.48.112.200:58517, 0) x 1
(107.123.95.30:13361, 248.120.71.68:15684, 0) x 1
(118.231.177.96:20010, 123.195.177.184:61941, 0) x 1
(0.141.60.26:28097, 181.194.224.176:19683, 0) x 1
(150.104.120.53:14758, 14.1.130.147:17926, 0) x 1
(100.226.105.249:48607, 221.153.52.206:10943, 0) x 1
(8.37.21.27:23438, 98.119.48.113:19723, 0) x 1
(208.227.50.90:35186, 151.71.129.10:5991, 0) x 1
(100.101.8.191:44452, 80.70.158.121:32642, 0) x 1
(204.113.207.38:33139, 253.47.102.92:62941, 0) x 1
(194.60.111.39:57995, 184.236.69.159:52314, 0) x 1
(142.36.29.59:26010, 204.71.150.199:59502, 0) x 1
(45.231.190.252:57306, 178.38.177.210:22434, 0) x 1
(157.38.227.225:42918, 208.19.82.61:13409, 0) x 1
(13.145.187.79:48376, 18.102.54.23:60633, 0) x 1
(195.64.16.66:15860, 151.11.157.66:48152, 0) x 1
(133.130.109.136:18358, 189.204.110.27:44857, 0) x 1
(238.208.127.79:30231, 203.93.251.110:28071, 0) x 1
(159.36.166.223:62462, 249.218.96.67:10933, 0) x 1
(141.96.178.152:35891, 203.96.181.113:2888, 0) x 1
(101.5.188.12:47755, 73.78.248.221:5009, 0) x 1
(102.230.237.40:24080, 37.113.226.82:21391, 0) x 1
(181.198.131.115:50673, 18.31.129.68:47867, 0) x 1
(231.182.116.239:45656, 88.255.221.185:49661, 0) x 1
(232.120.155.86:41556, 156.54.17.7:33811, 0) x 1
(69.48.36.192:53484, 98.79.222.234:47210, 0) x 1
(92.71.17.135:10141, 15.21.88.55:14371, 0) x 1
(132.184.136.93:30303, 29.123.30.73:42799, 0) x 1
(109.5.239.55:64254, 82.28.139.167:31208, 0) x 1
(165.96.8.181:64046, 16.61.123.179:22781, 0) x 1
(30.71.187.189:13922, 249.75.168.123:3395, 0) x 1
(131.218.215.249:44852, 179.66.31.209:60918, 0) x 1
(251.51.215.244:36730, 56.233.127.5:2129, 0) x 1
(250.29.115.233:41792, 142.247.221.244:58146, 0) x 1
(135.115.163.64:30598, 154.105.230.182:15904, 0) x 1
(65.28.39.217:53523, 107.79.39.98:32049, 0) x 1
(113.79.115.93:50853, 103.71.79.253:36436, 0) x 1
(215.183.199.115:17098, 40.50.199.183:11955, 0) x 1
(114.106.90.11:22285, 135.53.214.214:4131, 0) x 1
(96.202.60.91:54502, 205.15.22.31:15971, 0) x 1
(75.192.206.142:42694, 11.19.209.139:27090, 0) x 1
(119.98.204.22:18301, 1.172.123.210:17022, 0) x 1
(120.154.8.203:2540, 29.222.74.212:10422, 0) x 1
(142.211.207.53:15365, 40.78.34.210:13712, 0) x 1
(105.46.33.116:20531, 113.233.244.242:54668, 0) x 1
(171.255.58.85:33109, 124.175.136.220:54257, 0) x 1
(182.194.38.93:11162, 59.201.52.253:29459, 0) x 1
(164.187.34.212:6231, 142.83.249.198:46399, 0) x 1
(118.200.253.16:54024, 2.129.21.231:33305, 0) x 1
(190.193.204.225:10023, 183.8.242.48:50320, 0) x 1
(26.151.44.190:10708, 97.180.132.113:1554, 0) x 1
(228.38.108.232:13065, 69.5.181.201:11666, 0) x 1
(90.221.252.161:36480, 7.120.226.175:9543, 0) x 1
(121.232.64.239:396, 184.67.196.132:51092, 0) x 1
(46.159.24.90:8318, 126.52.151.75:52399, 0) x 1
(64.177.230.36:38159, 243.230.170.89:30791, 0) x 1
(148.245.222.35:40208, 76.213.205.74:45196, 0) x 1
(135.117.200.37:37166, 13.250.248.48:47727, 0) x 1
(88.180.6.58:88, 16.5.199.138:33096, 0) x 1
(12.36.175.81:15557, 196.194.42.159:33182, 0) x 1
(211.99.228.48:8531, 163.238.198.7:47910, 0) x 1
(102.209.60.106:61453, 63.47.248.24:59906, 0) x 1
(55.42.130.232:20598, 159.35.123.19:884, 0) x 1
(148.73.109.198:7074, 89.62.175.89:55717, 0) x 1
(76.34.165.68:59221, 192.22.91.216:57026, 0) x 1
(35.197.151.125:54590, 164.125.168.69:17187, 0) x 1
(169.76.98.14:11258, 216.58.134.244:27233, 0) x 1
(108.201.47.142:46251, 130.200.97.32:36394, 0) x 1
(164.28.125.98:55775, 102.35.1.220:1842, 0) x 1
(191.188.39.189:36385, 234.176.116.248:59560, 0) x 1
(239.165.52.171:4289, 166.164.244.51:31336, 0) x 1
(58.81.76.103:63600, 14.153.225.218:25872, 0) x 1
(45.87.248.71:22096, 27.116.248.25:6661, 0) x 1
(235.181.1.189:3983, 186.218.42.151:17525, 0) x 1
(252.59.146.213:29720, 206.48.93.10:53102, 0) x 1
(254.55.145.119:6149, 193.16.160.219:58196, 0) x 1
(195.184.139.7:52601, 94.101.44.88:53429, 0) x 1
(78.73.230.43:50050, 7.80.21.123:24233, 0) x 1
(185.219.191.236:34186, 30.43.96.127:59185, 0) x 1
(213.176.105.255:16611, 124.76.69.245:19699, 0) x 1
(64.206.206.108:2602, 215.189.205.111:61842, 0) x 1
(217.175.41.26:13315, 169.53.231.209:23706, 0) x 1
(65.196.15.165:50971, 69.127.163.149:15341, 0) x 1
(104.126.24.241:34592, 108.12.237.36:42590, 0) x 1
(13.251.92.236:25865, 105.6.49.95:64925, 0) x 1
(92.123.181.221:21832, 47.65.131.7:21368, 0) x 1
(140.139.203.27:35374, 121.112.112.52:38466, 0) x 1
(91.30.160.17:1223, 112.244.10.172:27039, 0) x 1
(189.52.77.142:58851, 77.149.253.145:22796, 0) x 1
(72.173.37.237:28953, 64.109.123.162:13082, 0) x 1
(83.10.67.25:36194, 31.254.51.89:965, 0) x 1
(164.126.227.224:11293, 86.7.34.104:33128, 0) x 1
(11.107.237.5:25622, 71.134.135.243:37347, 0) x 1
(240.117.74.99:34623, 185.168.200.7:15227, 0) x 1
(65.126.232.185:4991, 32.206.173.56:35147, 0) x 1
(186.76.173.65:30872, 197.15.91.129:56038, 0) x 1
(38.15.21.100:50944, 76.156.159.6:1421, 0) x 1
(104.214.246.39:64687, 137.44.39.168:38183, 0) x 1
(96.51.182.114:2515, 159.255.242.120:3445, 0) x 1
(184.99.209.22:40606, 8.205.163.234:40203, 0) x 1
(79.225.77.194:22783, 130.65.120.202:19740, 0) x 1
(123.107.10.146:12458, 160.209.237.135:24626, 0) x 1
(22.2.103.193:34104, 105.219.38.26:44622, 0) x 1
(63.94.97.201:39918, 0.58.147.97:22162, 0) x 1
(236.219.104.106:2116, 197.138.124.253:14202, 0) x 1
(92.198.248.177:46337, 30.159.197.70:33067, 0) x 1
(20.112.79.104:2861, 237.51.112.73:14645, 0) x 1
(201.44.41.81:38686, 61.141.83.130:56781, 0) x 1
(114.2.167.112:7561, 220.240.210.153:4086, 0) x 1
(119.97.106.44:5040, 165.44.69.103:33301, 0) x 1
(42.250.193.72:37761, 14.21.73.226:7061, 0) x 1
(136.33.251.229:51832, 202.85.172.228:31266, 0) x 1
(50.3.244.65:64474, 113.69.76.196:63396, 0) x 1
(240.134.151.253:38749, 252.233.186.230:12747, 0) x 1
(101.40.183.244:13246, 67.232.150.71:53093, 0) x 1
(182.73.54.12:17158, 178.150.136.207:16337, 0) x 1
(32.162.33.148:11194, 89.182.207.146:31544, 0) x 1
(148.164.131.111:1090, 58.156.16.55:64911, 0) x 1
(0.91.87.195:63122, 53.254.55.35:24283, 0) x 1
(166.165.186.1:10391, 80.118.122.250:25035, 0) x 1
(33.207.24.31:10191, 196.209.102.111:37869, 0) x 1
(103.79.17.4:26038, 97.201.220.13:47595, 0) x 1
(25.216.112.58:59606, 152.190.26.205:51182, 0) x 1
(1.229.224.39:58599, 46.96.32.53:34624, 0) x 1
(245.125.22.9:12751, 36.186.49.76:26239, 0) x 1
(80.202.110.108:24297, 233.86.23.123:20625, 0) x 1
(186.63.203.194:44499, 111.120.33.185:22488, 0) x 1
(19.175.143.54:16757, 13.105.167.216:29527, 0) x 1
(42.191.141.216:28421, 7.141.152.117:58931, 0) x 1
(93.230.191.16:50417, 16.161.15.98:53831, 0) x 1
(215.59.194.28:22438, 110.63.38.29:8564, 0) x 1
(93.177.82.202:13717, 145.178.162.150:45393, 0) x 1
(75.189.28.91:9450, 111.128.211.254:63686, 0) x 1
(110.202.92.56:40937, 114.225.202.155:48713, 0) x 1
(111.52.50.108:43015, 12.91.95.191:17200, 0) x 1
(88.15.190.245:29415, 57.57.201.231:36693, 0) x 1
(151.180.210.61:58229, 101.226.212.177:43051, 0) x 1
(25.5.143.176:497, 72.122.156.159:37882, 0) x 1
(95.230.104.161:49151, 125.134.247.112:48530, 0) x 1
(105.171.6.72:15680, 111.150.128.97:10742, 0) x 1
(220.247.42.52:27240, 246.243.127.65:48605, 0) x 1
(52.236.119.77:57431, 140.46.82.16:40487, 0) x 1
(92.111.251.14:17098, 135.146.194.158:15265, 0) x 1
(41.146.183.51:2000, 134.49.232.75:37094, 0) x 1
(120.70.142.169:41501, 162.217.33.199:27909, 0) x 1
(21.43.126.140:4414, 159.121.171.155:61347, 0) x 1
(173.83.243.56:20369, 238.92.178.212:16545, 0) x 1
(231.9.153.250:1470, 5.160.86.183:55114, 0) x 1
(213.142.181.112:64822, 92.37.136.125:59552, 0) x 1
(54.227.56.215:58412, 80.169.99.87:8980, 0) x 1
(142.158.207.13:40810, 31.85.76.123:10001, 0) x 1
(25.213.205.119:32929, 19.66.67.125:23543, 0) x 1
(127.208.38.225:49319, 235.181.122.217:12357, 0) x 1
(64.136.136.2:1247, 109.2.50.40:32306, 0) x 1
(81.34.177.99:32349, 156.109.215.211:28644, 0) x 1
(1.202.79.133:13585, 78.53.228.182:4456, 0) x 1
(190.34.40.54:27929, 167.230.84.128:50314, 0) x 1
(85.225.5.65:20690, 174.129.5.141:15381, 0) x 1
(0.222.205.165:31830, 3.217.22.196:22025, 0) x 1
(171.141.162.181:60389, 45.112.55.220:5651, 0) x 1
(3.184.104.37:42737, 180.237.247.221:55992, 0) x 1
(218.82.177.168:11988, 178.92.11.143:60909, 0) x 1
(79.68.149.171:38418, 115.170.145.186:1765, 0) x 1
(108.245.224.172:62182, 201.153.244.115:18170, 0) x 1
(94.137.168.167:9917, 183.20.115.177:15783, 0) x 1
(69.111.245.205:28418, 159.172.136.247:20444, 0) x 1
(174.137.136.254:14615, 22.69.138.251:34825, 0) x 1
(181.220.249.89:57783, 202.13.67.232:41034, 0) x 1
(68.6.223.123:35810, 223.218.236.118:38431, 0) x 1
(100.78.167.198:52682, 230.228.32.216:32685, 0) x 1
(109.224.97.134:27680, 233.116.106.117:30808, 0) x 1
(232.135.18.215:27666, 96.238.99.164:40967, 0) x 1
(198.40.141.15:11347, 132.115.25.30:43697, 0) x 1
(24.175.147.145:11328, 172.189.6.69:1022, 0) x 1
(205.114.83.51:3818, 203.42.34.69:10522, 0) x 1
(55.34.81.26:61012, 108.48.255.28:47708, 0) x 1
(200.62.90.192:44850, 178.53.63.108:49025, 0) x 1
(238.35.214.30:30893, 205.17.102.35:34654, 0) x 1
(92.110.129.7:4035, 200.61.106.148:18827, 0) x 1
(211.93.147.2:42351, 144.89.41.251:26322, 0) x 1
(200.28.37.25:32820, 4.35.236.62:36058, 0) x 1
(106.207.85.62:63949, 220.247.54.204:64524, 0) x 1
(168.218.81.12:62346, 0.47.167.196:37398, 0) x 1
(106.224.210.117:25036, 160.243.35.50:4600, 0) x 1
(92.137.148.63:1996, 73.27.187.111:59456, 0) x 1
(212.65.183.143:20096, 36.190.129.93:52993, 0) x 1
(229.156.2.173:60372, 149.206.15.84:20158, 0) x 1
(4.250.153.21:33606, 110.165.106.240:44141, 0) x 1
(211.211.232.153:6025, 17.241.45.223:12869, 0) x 1
(136.47.252.36:32188, 90.108.211.136:15117, 0) x 1
(70.208.183.14:15065, 142.59.224.154:28201, 0) x 1
(15.41.106.89:27804, 246.92.17.48:5569, 0) x 1
(90.218.167.175:53637, 12.247.7.85:44393, 0) x 1
(155.34.87.137:22103, 22.230.181.224:43978, 0) x 1
(199.202.83.110:8189, 137.242.88.10:62657, 0) x 1
(216.251.90.243:39272, 23.222.208.1:36559, 0) x 1
(198.253.246.80:53045, 178.73.145.33:30314, 0) x 1
(113.200.218.6:37658, 102.200.240.112:23604, 0) x 1
(65.158.255.113:51382, 168.237.32.40:64651, 0) x 1
(111.171.246.230:33036, 239.129.26.224:57347, 0) x 1
(204.31.237.160:202, 224.98.203.48:40865, 0) x 1
(40.245.142.195:22372, 206.247.135.11:56790, 0) x 1
(165.60.153.209:20792, 148.102.181.135:11494, 0) x 1
(71.43.44.29:8972, 225.1.59.101:63266, 0) x 1
(44.206.101.179:29213, 196.38.23.238:19056, 0) x 1
(152.39.176.42:60328, 172.243.181.172:59420, 0) x 1
(108.114.108.5:21742, 8.152.160.40:21106, 0) x 1
(237.174.133.84:5719, 108.27.223.33:11061, 0) x 1
(107.60.183.175:18170, 187.67.186.190:44562, 0) x 1
(224.252.83.129:28273, 2.189.206.68:57595, 0) x 1
(102.77.93.181:19129, 105.31.26.74:39987, 0) x 1
(159.123.85.126:50936, 58.56.175.115:56329, 0) x 1
(8.202.177.212:34932, 106.207.185.127:59448, 0) x 1
(26.190.241.143:35984, 59.222.44.83:26113, 0) x 1
(130.118.238.147:51059, 147.26.156.222:38102, 0) x 1
(33.77.153.165:6222, 124.20.55.181:49572, 0) x 1
(57.43.180.106:61071, 219.194.0.224:4417, 0) x 1
(0.152.150.69:20638, 57.87.142.164:15906, 0) x 1
(229.4.76.34:50497, 121.201.218.217:54509, 0) x 1
(235.254.227.36:62576, 55.140.94.58:38021, 0) x 1
(117.224.179.40:43869, 172.55.232.193:8038, 0) x 1
(136.120.21.125:10151, 36.75.177.67:11698, 0) x 1
(94.138.249.15:3983, 115.155.14.95:30760, 0) x 1
(208.6.226.160:38911, 136.57.70.111:56374, 0) x 1
(247.206.16.143:53759, 35.176.61.76:37032, 0) x 1
(156.139.41.9:28604, 99.217.244.157:22276, 0) x 1
(115.9.160.19:39214, 38.132.80.236:31460, 0) x 1
(3.5.20.188:64082, 64.160.204.132:35483, 0) x 1
(112.34.213.55:2650, 145.46.163.58:25656, 0) x 1
(116.98.45.189:64843, 86.153.41.42:17763, 0) x 1
(143.31.102.58:1566, 106.143.26.145:46505, 0) x 1
(2.75.237.132:61785, 92.253.197.174:45583, 0) x 1
(244.246.10.28:32915, 132.243.253.54:32046, 0) x 1
(230.17.231.169:57363, 105.68.242.64:45636, 0) x 1
(227.218.110.25:28891, 188.151.132.208:47899, 0) x 1
(145.28.177.43:35459, 224.89.175.93:50877, 0) x 1
(123.117.199.96:6692, 229.144.229.151:30558, 0) x 1
(61.149.206.33:45761, 242.40.162.83:18810, 0) x 1
(131.250.113.184:42486, 27.115.148.117:65331, 0) x 1
(146.100.68.169:16424, 160.232.55.51:5760, 0) x 1
